QueryNumber,OriginalNodeID,SyntheticNodeID,OriginalCost,SyntheticCost,AssignmentError,IsDummyAssignment
66,DUMMY,21,0.0,0.0,1.0,Yes
66,DUMMY,24,0.0,25.45,1.0,Yes
66,DUMMY,25,0.0,0.0,1.0,Yes
66,DUMMY,26,0.0,25.38,1.0,Yes
66,DUMMY,27,0.0,0.0,1.0,Yes
66,DUMMY,29,0.0,0.0,1.0,Yes
66,DUMMY,30,0.0,572.68,1.0,Yes
66,DUMMY,31,0.0,25.45,1.0,Yes
66,DUMMY,32,0.0,0.0,1.0,Yes
66,DUMMY,33,0.0,25.38,1.0,Yes
66,DUMMY,34,0.0,0.0,1.0,Yes
66,DUMMY,37,0.0,0.15,1.0,Yes
66,DUMMY,38,0.0,0.42,1.0,Yes
66,DUMMY,48,0.0,1025.45,1.0,Yes
66,DUMMY,49,0.0,25.45,1.0,Yes
67,2,6,755488.68,788563.76,0.04194344411668114,No
67,3,5,754488.68,804438.26,0.06209249669452564,No
67,4,22,254627.14,447642.32,0.4311817077527433,No
67,5,43,254626.71,240724.9,0.054596825289852734,No
67,6,41,254626.28,241412.39,0.05189523249524749,No
67,8,40,254626.27,251824.51,0.011003420817498447,No
67,9,28,15221.24,2086.86,0.8628981607280353,No
67,10,44,2.43,2.43,0.0,No
67,14,23,15216.44,3800.89,0.7502116132288499,No
67,15,36,2.43,0.42,0.8271604938271605,No
67,DUMMY,2,0.0,806463.73,1.0,Yes
67,DUMMY,3,0.0,806463.73,1.0,Yes
67,DUMMY,4,0.0,805438.28,1.0,Yes
67,DUMMY,7,0.0,536059.64,1.0,Yes
67,DUMMY,8,0.0,536059.49,1.0,Yes
67,DUMMY,9,0.0,0.0,1.0,Yes
67,DUMMY,10,0.0,536059.48,1.0,Yes
67,DUMMY,11,0.0,502287.26,1.0,Yes
67,DUMMY,12,0.0,502286.84,1.0,Yes
67,DUMMY,13,0.0,0.0,1.0,Yes
67,DUMMY,14,0.0,502286.82,1.0,Yes
67,DUMMY,15,0.0,502267.42,1.0,Yes
67,DUMMY,16,0.0,502267.27,1.0,Yes
67,DUMMY,17,0.0,502266.85,1.0,Yes
67,DUMMY,18,0.0,502266.42,1.0,Yes
67,DUMMY,19,0.0,501693.74,1.0,Yes
67,DUMMY,20,0.0,447764.52,1.0,Yes
67,DUMMY,21,0.0,0.0,1.0,Yes
67,DUMMY,24,0.0,25.45,1.0,Yes
67,DUMMY,25,0.0,0.0,1.0,Yes
67,DUMMY,26,0.0,25.38,1.0,Yes
67,DUMMY,27,0.0,0.0,1.0,Yes
67,DUMMY,29,0.0,0.0,1.0,Yes
67,DUMMY,30,0.0,572.68,1.0,Yes
67,DUMMY,31,0.0,25.45,1.0,Yes
67,DUMMY,32,0.0,0.0,1.0,Yes
67,DUMMY,33,0.0,25.38,1.0,Yes
67,DUMMY,34,0.0,0.0,1.0,Yes
67,DUMMY,37,0.0,0.15,1.0,Yes
67,DUMMY,38,0.0,0.42,1.0,Yes
67,DUMMY,48,0.0,1025.45,1.0,Yes
67,DUMMY,49,0.0,25.45,1.0,Yes
68,2,6,786859.21,788563.76,0.002161588049646165,No
68,3,5,785859.21,804438.26,0.02309568169967456,No
68,4,22,285976.58,447642.32,0.36114936585977836,No
68,5,43,285976.15,240724.9,0.15823434926304178,No
68,6,41,285975.72,241412.39,0.15582906828593687,No
68,8,40,285975.49,251824.51,0.11941925512567522,No
68,9,28,15352.64,2086.86,0.8640715863851428,No
68,10,44,2.43,2.43,0.0,No
68,14,23,15286.6,3800.89,0.7513580521502493,No
68,15,36,2.43,0.42,0.8271604938271605,No
68,DUMMY,2,0.0,806463.73,1.0,Yes
68,DUMMY,3,0.0,806463.73,1.0,Yes
68,DUMMY,4,0.0,805438.28,1.0,Yes
68,DUMMY,7,0.0,536059.64,1.0,Yes
68,DUMMY,8,0.0,536059.49,1.0,Yes
68,DUMMY,9,0.0,0.0,1.0,Yes
68,DUMMY,10,0.0,536059.48,1.0,Yes
68,DUMMY,11,0.0,502287.26,1.0,Yes
68,DUMMY,12,0.0,502286.84,1.0,Yes
68,DUMMY,13,0.0,0.0,1.0,Yes
68,DUMMY,14,0.0,502286.82,1.0,Yes
68,DUMMY,15,0.0,502267.42,1.0,Yes
68,DUMMY,16,0.0,502267.27,1.0,Yes
68,DUMMY,17,0.0,502266.85,1.0,Yes
68,DUMMY,18,0.0,502266.42,1.0,Yes
68,DUMMY,19,0.0,501693.74,1.0,Yes
68,DUMMY,20,0.0,447764.52,1.0,Yes
68,DUMMY,21,0.0,0.0,1.0,Yes
68,DUMMY,24,0.0,25.45,1.0,Yes
68,DUMMY,25,0.0,0.0,1.0,Yes
68,DUMMY,26,0.0,25.38,1.0,Yes
68,DUMMY,27,0.0,0.0,1.0,Yes
68,DUMMY,29,0.0,0.0,1.0,Yes
68,DUMMY,30,0.0,572.68,1.0,Yes
68,DUMMY,31,0.0,25.45,1.0,Yes
68,DUMMY,32,0.0,0.0,1.0,Yes
68,DUMMY,33,0.0,25.38,1.0,Yes
68,DUMMY,34,0.0,0.0,1.0,Yes
68,DUMMY,37,0.0,0.15,1.0,Yes
68,DUMMY,38,0.0,0.42,1.0,Yes
68,DUMMY,48,0.0,1025.45,1.0,Yes
68,DUMMY,49,0.0,25.45,1.0,Yes
69,2,5,788738.8,804438.26,0.019516053351316186,No
69,3,6,787738.8,788563.76,0.0010461551010155002,No
69,4,4,771157.68,805438.28,0.04256142382505085,No
69,5,2,771157.25,806463.73,0.04377937740609857,No
69,7,3,771157.24,806463.73,0.043779389805912276,No
69,8,12,735546.82,502286.84,0.3171245849448441,No
69,9,11,735546.39,502287.26,0.3171236147321721,No
69,10,10,735545.97,536059.48,0.27120873220201314,No
69,11,8,735545.54,536059.49,0.2712082925552102,No
69,13,7,735545.44,536059.64,0.2712079895431069,No
69,14,19,480148.37,501693.74,0.042945263777857776,No
69,15,44,2.43,2.43,0.0,No
69,19,18,480122.38,502266.42,0.04408823508447963,No
69,20,24,25.45,25.45,0.0,No
69,25,36,0.42,0.42,0.0,No
69,DUMMY,9,0.0,0.0,1.0,Yes
69,DUMMY,13,0.0,0.0,1.0,Yes
69,DUMMY,14,0.0,502286.82,1.0,Yes
69,DUMMY,15,0.0,502267.42,1.0,Yes
69,DUMMY,16,0.0,502267.27,1.0,Yes
69,DUMMY,17,0.0,502266.85,1.0,Yes
69,DUMMY,20,0.0,447764.52,1.0,Yes
69,DUMMY,21,0.0,0.0,1.0,Yes
69,DUMMY,22,0.0,447642.32,1.0,Yes
69,DUMMY,23,0.0,3800.89,1.0,Yes
69,DUMMY,26,0.0,25.38,1.0,Yes
69,DUMMY,27,0.0,0.0,1.0,Yes
69,DUMMY,28,0.0,2086.86,1.0,Yes
69,DUMMY,29,0.0,0.0,1.0,Yes
69,DUMMY,30,0.0,572.68,1.0,Yes
69,DUMMY,31,0.0,25.45,1.0,Yes
69,DUMMY,32,0.0,0.0,1.0,Yes
69,DUMMY,33,0.0,25.38,1.0,Yes
69,DUMMY,34,0.0,0.0,1.0,Yes
69,DUMMY,37,0.0,0.15,1.0,Yes
69,DUMMY,40,0.0,251824.51,1.0,Yes
69,DUMMY,41,0.0,241412.39,1.0,Yes
69,DUMMY,43,0.0,240724.9,1.0,Yes
69,DUMMY,48,0.0,1025.45,1.0,Yes
69,DUMMY,49,0.0,25.45,1.0,Yes
70,2,6,752693.81,788563.76,0.04548769778616247,No
70,3,5,751693.81,804438.26,0.06556680931610581,No
70,4,4,713685.16,805438.28,0.11391700925861134,No
70,5,2,713684.73,806463.73,0.11504423143741381,No
70,6,3,713684.3,806463.73,0.11504476462940241,No
70,7,12,713683.88,502286.84,0.2962054292160837,No
70,9,11,713683.86,502287.26,0.29620482099735307,No
70,10,10,697103.42,536059.48,0.23101872029260745,No
70,11,8,697102.99,536059.49,0.23101823161022447,No
70,13,7,697102.98,536059.64,0.2310180054028746,No
70,14,41,254900.57,241412.39,0.05291545640717866,No
70,15,24,25.45,25.45,0.0,No
70,19,40,254875.06,251824.51,0.011968805421762287,No
70,20,44,2.43,2.43,0.0,No
70,25,36,0.42,0.42,0.0,No
70,DUMMY,9,0.0,0.0,1.0,Yes
70,DUMMY,13,0.0,0.0,1.0,Yes
70,DUMMY,14,0.0,502286.82,1.0,Yes
70,DUMMY,15,0.0,502267.42,1.0,Yes
70,DUMMY,16,0.0,502267.27,1.0,Yes
70,DUMMY,17,0.0,502266.85,1.0,Yes
70,DUMMY,18,0.0,502266.42,1.0,Yes
70,DUMMY,19,0.0,501693.74,1.0,Yes
70,DUMMY,20,0.0,447764.52,1.0,Yes
70,DUMMY,21,0.0,0.0,1.0,Yes
70,DUMMY,22,0.0,447642.32,1.0,Yes
70,DUMMY,23,0.0,3800.89,1.0,Yes
70,DUMMY,26,0.0,25.38,1.0,Yes
70,DUMMY,27,0.0,0.0,1.0,Yes
70,DUMMY,28,0.0,2086.86,1.0,Yes
70,DUMMY,29,0.0,0.0,1.0,Yes
70,DUMMY,30,0.0,572.68,1.0,Yes
70,DUMMY,31,0.0,25.45,1.0,Yes
70,DUMMY,32,0.0,0.0,1.0,Yes
70,DUMMY,33,0.0,25.38,1.0,Yes
70,DUMMY,34,0.0,0.0,1.0,Yes
70,DUMMY,37,0.0,0.15,1.0,Yes
70,DUMMY,43,0.0,240724.9,1.0,Yes
70,DUMMY,48,0.0,1025.45,1.0,Yes
70,DUMMY,49,0.0,25.45,1.0,Yes
71,2,6,786913.55,788563.76,0.0020926779592305416,No
71,3,5,785913.55,804438.26,0.023028131456601732,No
71,4,4,752139.73,805438.28,0.06617335098599987,No
71,5,2,752139.3,806463.73,0.06736128108327939,No
71,6,3,752138.88,806463.73,0.06736180187545443,No
71,8,11,752138.87,502287.26,0.33218813701251737,No
71,9,10,735558.43,536059.48,0.27122107756959574,No
71,10,8,735558.0,536059.49,0.27122063793745704,No
71,12,7,735557.99,536059.64,0.27122042410279573,No
71,13,19,480148.8,501693.74,0.04294440668125539,No
71,14,18,480148.37,502266.42,0.04403648963830787,No
71,15,44,2.43,2.43,0.0,No
71,19,17,480122.38,502266.85,0.044089053458335886,No
71,20,24,25.45,25.45,0.0,No
71,24,36,0.43,0.42,0.023255813953488393,No
71,DUMMY,9,0.0,0.0,1.0,Yes
71,DUMMY,12,0.0,502286.84,1.0,Yes
71,DUMMY,13,0.0,0.0,1.0,Yes
71,DUMMY,14,0.0,502286.82,1.0,Yes
71,DUMMY,15,0.0,502267.42,1.0,Yes
71,DUMMY,16,0.0,502267.27,1.0,Yes
71,DUMMY,20,0.0,447764.52,1.0,Yes
71,DUMMY,21,0.0,0.0,1.0,Yes
71,DUMMY,22,0.0,447642.32,1.0,Yes
71,DUMMY,23,0.0,3800.89,1.0,Yes
71,DUMMY,26,0.0,25.38,1.0,Yes
71,DUMMY,27,0.0,0.0,1.0,Yes
71,DUMMY,28,0.0,2086.86,1.0,Yes
71,DUMMY,29,0.0,0.0,1.0,Yes
71,DUMMY,30,0.0,572.68,1.0,Yes
71,DUMMY,31,0.0,25.45,1.0,Yes
71,DUMMY,32,0.0,0.0,1.0,Yes
71,DUMMY,33,0.0,25.38,1.0,Yes
71,DUMMY,34,0.0,0.0,1.0,Yes
71,DUMMY,37,0.0,0.15,1.0,Yes
71,DUMMY,40,0.0,251824.51,1.0,Yes
71,DUMMY,41,0.0,241412.39,1.0,Yes
71,DUMMY,43,0.0,240724.9,1.0,Yes
71,DUMMY,48,0.0,1025.45,1.0,Yes
71,DUMMY,49,0.0,25.45,1.0,Yes
72,2,6,772966.38,788563.76,0.019779478580146777,No
72,3,5,771966.38,804438.26,0.04036590701193154,No
72,4,4,755386.07,805438.28,0.062142824897768796,No
72,6,2,755385.72,806463.73,0.06333578076722683,No
72,7,3,721522.67,806463.73,0.10532533186582357,No
72,8,8,721522.25,536059.49,0.25704371556109323,No
72,10,7,721522.07,536059.64,0.25704332231999494,No
72,11,19,480149.66,501693.74,0.04294269248805061,No
72,12,18,480149.23,502266.42,0.04403477739961195,No
72,13,17,480148.8,502266.85,0.04403645193784935,No
72,14,16,480148.37,502267.27,0.044038107440287765,No
72,15,44,2.43,2.43,0.0,No
72,19,15,480122.38,502267.42,0.04409013827733437,No
72,20,24,25.45,25.45,0.0,No
72,25,36,0.43,0.42,0.023255813953488393,No
72,DUMMY,9,0.0,0.0,1.0,Yes
72,DUMMY,10,0.0,536059.48,1.0,Yes
72,DUMMY,11,0.0,502287.26,1.0,Yes
72,DUMMY,12,0.0,502286.84,1.0,Yes
72,DUMMY,13,0.0,0.0,1.0,Yes
72,DUMMY,14,0.0,502286.82,1.0,Yes
72,DUMMY,20,0.0,447764.52,1.0,Yes
72,DUMMY,21,0.0,0.0,1.0,Yes
72,DUMMY,22,0.0,447642.32,1.0,Yes
72,DUMMY,23,0.0,3800.89,1.0,Yes
72,DUMMY,26,0.0,25.38,1.0,Yes
72,DUMMY,27,0.0,0.0,1.0,Yes
72,DUMMY,28,0.0,2086.86,1.0,Yes
72,DUMMY,29,0.0,0.0,1.0,Yes
72,DUMMY,30,0.0,572.68,1.0,Yes
72,DUMMY,31,0.0,25.45,1.0,Yes
72,DUMMY,32,0.0,0.0,1.0,Yes
72,DUMMY,33,0.0,25.38,1.0,Yes
72,DUMMY,34,0.0,0.0,1.0,Yes
72,DUMMY,37,0.0,0.15,1.0,Yes
72,DUMMY,40,0.0,251824.51,1.0,Yes
72,DUMMY,41,0.0,241412.39,1.0,Yes
72,DUMMY,43,0.0,240724.9,1.0,Yes
72,DUMMY,48,0.0,1025.45,1.0,Yes
72,DUMMY,49,0.0,25.45,1.0,Yes
73,2,12,514089.17,502286.84,0.022957748750085435,No
73,3,11,513089.17,502287.26,0.021052695382363994,No
73,4,19,462690.76,501693.74,0.07774260846866453,No
73,5,18,462690.33,502266.42,0.07879501480509082,No
73,6,22,462689.91,447642.32,0.03252197567913242,No
73,8,20,462689.89,447764.52,0.032257826078715475,No
73,9,23,2473.73,3800.89,0.3491708520899052,No
73,10,48,2473.3,1025.45,0.5853919864149113,No
73,12,28,2473.29,2086.86,0.15624128185534242,No
73,13,24,26.13,25.45,0.02602372751626482,No
73,14,31,25.98,25.45,0.020400307929176333,No
73,15,49,25.55,25.45,0.003913894324853284,No
73,16,26,25.39,25.38,3.9385584875941564E-4,No
73,20,46,0.16,2.41,0.933609958506224,No
73,21,37,0.15,0.15,0.0,No
73,22,36,0.43,0.42,0.023255813953488393,No
73,23,44,0.15,2.43,0.9382716049382717,No
73,DUMMY,2,0.0,806463.73,1.0,Yes
73,DUMMY,3,0.0,806463.73,1.0,Yes
73,DUMMY,4,0.0,805438.28,1.0,Yes
73,DUMMY,5,0.0,804438.26,1.0,Yes
73,DUMMY,6,0.0,788563.76,1.0,Yes
73,DUMMY,7,0.0,536059.64,1.0,Yes
73,DUMMY,8,0.0,536059.49,1.0,Yes
73,DUMMY,9,0.0,0.0,1.0,Yes
73,DUMMY,10,0.0,536059.48,1.0,Yes
73,DUMMY,13,0.0,0.0,1.0,Yes
73,DUMMY,14,0.0,502286.82,1.0,Yes
73,DUMMY,15,0.0,502267.42,1.0,Yes
73,DUMMY,16,0.0,502267.27,1.0,Yes
73,DUMMY,17,0.0,502266.85,1.0,Yes
73,DUMMY,21,0.0,0.0,1.0,Yes
73,DUMMY,25,0.0,0.0,1.0,Yes
73,DUMMY,27,0.0,0.0,1.0,Yes
73,DUMMY,29,0.0,0.0,1.0,Yes
73,DUMMY,30,0.0,572.68,1.0,Yes
73,DUMMY,33,0.0,25.38,1.0,Yes
73,DUMMY,34,0.0,0.0,1.0,Yes
73,DUMMY,40,0.0,251824.51,1.0,Yes
73,DUMMY,41,0.0,241412.39,1.0,Yes
73,DUMMY,42,0.0,0.0,1.0,Yes
73,DUMMY,43,0.0,240724.9,1.0,Yes
73,DUMMY,47,0.0,0.0,1.0,Yes
74,2,12,514089.18,502286.84,0.022957767755392103,No
74,3,11,513089.18,502287.26,0.021052714461840694,No
74,4,19,462690.76,501693.74,0.07774260846866453,No
74,5,18,462690.33,502266.42,0.07879501480509082,No
74,6,22,462689.91,447642.32,0.03252197567913242,No
74,8,20,462689.89,447764.52,0.032257826078715475,No
74,9,23,2473.73,3800.89,0.3491708520899052,No
74,10,48,2473.3,1025.45,0.5853919864149113,No
74,12,28,2473.29,2086.86,0.15624128185534242,No
74,13,24,26.13,25.45,0.02602372751626482,No
74,14,31,25.98,25.45,0.020400307929176333,No
74,15,49,25.55,25.45,0.003913894324853284,No
74,16,26,25.39,25.38,3.9385584875941564E-4,No
74,20,46,0.16,2.41,0.933609958506224,No
74,21,37,0.15,0.15,0.0,No
74,22,38,0.43,0.42,0.023255813953488393,No
74,23,44,0.15,2.43,0.9382716049382717,No
74,24,36,0.43,0.42,0.023255813953488393,No
74,DUMMY,2,0.0,806463.73,1.0,Yes
74,DUMMY,3,0.0,806463.73,1.0,Yes
74,DUMMY,4,0.0,805438.28,1.0,Yes
74,DUMMY,5,0.0,804438.26,1.0,Yes
74,DUMMY,6,0.0,788563.76,1.0,Yes
74,DUMMY,7,0.0,536059.64,1.0,Yes
74,DUMMY,8,0.0,536059.49,1.0,Yes
74,DUMMY,9,0.0,0.0,1.0,Yes
74,DUMMY,10,0.0,536059.48,1.0,Yes
74,DUMMY,13,0.0,0.0,1.0,Yes
74,DUMMY,14,0.0,502286.82,1.0,Yes
74,DUMMY,15,0.0,502267.42,1.0,Yes
74,DUMMY,16,0.0,502267.27,1.0,Yes
74,DUMMY,17,0.0,502266.85,1.0,Yes
74,DUMMY,21,0.0,0.0,1.0,Yes
74,DUMMY,25,0.0,0.0,1.0,Yes
74,DUMMY,27,0.0,0.0,1.0,Yes
74,DUMMY,29,0.0,0.0,1.0,Yes
74,DUMMY,30,0.0,572.68,1.0,Yes
74,DUMMY,33,0.0,25.38,1.0,Yes
74,DUMMY,34,0.0,0.0,1.0,Yes
74,DUMMY,40,0.0,251824.51,1.0,Yes
74,DUMMY,41,0.0,241412.39,1.0,Yes
74,DUMMY,42,0.0,0.0,1.0,Yes
74,DUMMY,43,0.0,240724.9,1.0,Yes
74,DUMMY,47,0.0,0.0,1.0,Yes
75,2,12,514089.18,502286.84,0.022957767755392103,No
75,3,11,513089.18,502287.26,0.021052714461840694,No
75,4,19,462690.76,501693.74,0.07774260846866453,No
75,5,18,462690.33,502266.42,0.07879501480509082,No
75,6,22,462689.91,447642.32,0.03252197567913242,No
75,8,20,462689.89,447764.52,0.032257826078715475,No
75,9,23,2473.73,3800.89,0.3491708520899052,No
75,10,48,2473.3,1025.45,0.5853919864149113,No
75,12,28,2473.29,2086.86,0.15624128185534242,No
75,13,24,26.13,25.45,0.02602372751626482,No
75,14,31,25.98,25.45,0.020400307929176333,No
75,15,49,25.55,25.45,0.003913894324853284,No
75,16,26,25.39,25.38,3.9385584875941564E-4,No
75,20,46,0.16,2.41,0.933609958506224,No
75,21,37,0.15,0.15,0.0,No
75,22,38,0.43,0.42,0.023255813953488393,No
75,23,44,0.15,2.43,0.9382716049382717,No
75,24,36,0.43,0.42,0.023255813953488393,No
75,DUMMY,2,0.0,806463.73,1.0,Yes
75,DUMMY,3,0.0,806463.73,1.0,Yes
75,DUMMY,4,0.0,805438.28,1.0,Yes
75,DUMMY,5,0.0,804438.26,1.0,Yes
75,DUMMY,6,0.0,788563.76,1.0,Yes
75,DUMMY,7,0.0,536059.64,1.0,Yes
75,DUMMY,8,0.0,536059.49,1.0,Yes
75,DUMMY,9,0.0,0.0,1.0,Yes
75,DUMMY,10,0.0,536059.48,1.0,Yes
75,DUMMY,13,0.0,0.0,1.0,Yes
75,DUMMY,14,0.0,502286.82,1.0,Yes
75,DUMMY,15,0.0,502267.42,1.0,Yes
75,DUMMY,16,0.0,502267.27,1.0,Yes
75,DUMMY,17,0.0,502266.85,1.0,Yes
75,DUMMY,21,0.0,0.0,1.0,Yes
75,DUMMY,25,0.0,0.0,1.0,Yes
75,DUMMY,27,0.0,0.0,1.0,Yes
75,DUMMY,29,0.0,0.0,1.0,Yes
75,DUMMY,30,0.0,572.68,1.0,Yes
75,DUMMY,33,0.0,25.38,1.0,Yes
75,DUMMY,34,0.0,0.0,1.0,Yes
75,DUMMY,40,0.0,251824.51,1.0,Yes
75,DUMMY,41,0.0,241412.39,1.0,Yes
75,DUMMY,42,0.0,0.0,1.0,Yes
75,DUMMY,43,0.0,240724.9,1.0,Yes
75,DUMMY,47,0.0,0.0,1.0,Yes
76,2,9,369256.95,462852.7,0.2022149811376276,No
76,3,7,368256.95,462852.94,0.2043759082528459,No
76,4,6,337157.72,462853.36,0.2715668737934624,No
76,5,5,337157.3,462853.51,0.2715680172761356,No
76,6,4,337156.88,463853.51,0.2731393150393537,No
76,7,12,25.45,25.45,0.0,No
76,11,2,337130.65,497634.57,0.3225337017884428,No
76,12,3,286732.11,497634.57,0.4238099053287235,No
76,14,10,286732.1,19147.0,0.93322338168625,No
76,15,17,568.1,3777.86,0.8496238611277285,No
76,16,16,567.67,19102.43,0.9702828383614023,No
76,18,11,567.37,19146.57,0.9703670161287374,No
76,19,18,25.39,2.43,0.904293028751477,No
76,23,26,0.43,0.15,0.6511627906976745,No
76,DUMMY,20,0.0,2.41,1.0,Yes
77,2,9,291520.22,462852.7,0.3701663185717617,No
77,3,7,290520.22,462852.94,0.37232715860031057,No
77,4,6,290519.8,462853.36,0.3723286355747747,No
77,5,5,290519.38,462853.52,0.37232975996380024,No
77,6,12,25.45,25.45,0.0,No
77,10,4,290493.13,463853.52,0.37373951587130355,No
77,11,2,240094.59,497636.75,0.5175304275658902,No
77,13,3,240094.58,497636.75,0.5175304476608691,No
77,14,17,568.1,3777.86,0.8496238611277285,No
77,15,16,567.67,19102.43,0.9702828383614023,No
77,17,11,567.37,19146.57,0.9703670161287374,No
77,18,18,25.39,2.43,0.904293028751477,No
77,22,26,0.43,0.16,0.627906976744186,No
77,DUMMY,10,0.0,19147.0,1.0,Yes
77,DUMMY,20,0.0,2.41,1.0,Yes
77,DUMMY,27,0.0,0.15,1.0,Yes
78,2,9,339461.33,462852.7,0.26658885213373495,No
78,3,7,338461.33,462852.94,0.268749745869606,No
78,4,6,82123.28,462853.36,0.8225717104008924,No
78,5,5,82122.86,462853.51,0.8225726753157819,No
78,7,4,82122.83,463853.51,0.8229552472288072,No
78,8,2,31715.69,497634.45,0.9362670932448507,No
78,9,16,31715.26,19102.43,0.39768962953480436,No
78,10,11,31714.84,19146.57,0.3962898756544255,No
78,11,17,567.67,3777.86,0.8497376821798585,No
78,13,18,567.37,2.43,0.995717080564711,No
78,14,14,25.39,25.38,3.9385584875941564E-4,No
78,18,10,31114.9,19147.0,0.38463565687178813,No
78,19,12,25.45,25.45,0.0,No
78,23,26,0.42,0.15,0.6428571428571429,No
78,DUMMY,3,0.0,497634.45,1.0,Yes
79,2,2,308582.37,333424.51,0.07450604036277961,No
79,3,18,307582.37,2685.57,0.9912687778561561,No
79,4,17,307581.95,50969.43,0.8342899185078969,No
79,6,15,307581.94,50969.6,0.8342893604221366,No
79,7,14,272223.36,50970.02,0.8127639744068988,No
79,8,13,272223.21,84748.49,0.6886801459728581,No
79,9,11,272222.79,84748.55,0.6886794452440959,No
79,10,9,272222.64,85748.55,0.6850058099502673,No
79,11,10,272222.21,85748.55,0.6850053123879937,No
79,13,3,272221.48,103181.07,0.620966464512646,No
79,14,4,16548.67,17432.52,0.05070121818302817,No
79,15,19,2.43,2685.14,0.9990950192541171,No
79,17,DUMMY,2.41,0.0,1.0,Yes
79,18,DUMMY,0.0,0.0,1.0,Yes
79,19,5,16492.06,16432.5,0.0036114348359150587,No
79,20,DUMMY,2.43,0.0,1.0,Yes
79,24,6,0.43,0.43,0.0,No
79,25,DUMMY,0.15,0.0,1.0,Yes
80,2,2,308582.2,333319.76,0.07421570206338801,No
80,3,18,307582.2,2685.57,0.9912687730304289,No
80,4,17,307581.78,50969.43,0.8342898269201772,No
80,6,15,307581.77,50969.6,0.8342892688341055,No
80,7,14,272223.36,50970.02,0.8127639744068988,No
80,8,13,272223.21,84748.49,0.6886801459728581,No
80,9,11,272222.79,84748.5,0.6886796289171822,No
80,10,9,272222.64,85748.5,0.6850059936234547,No
80,11,10,272222.21,85748.5,0.6850054960614713,No
80,13,3,272221.48,103181.02,0.6209666481866162,No
80,14,4,16548.67,17432.52,0.05070121818302817,No
80,15,19,2.43,2685.14,0.9990950192541171,No
80,17,DUMMY,2.41,0.0,1.0,Yes
80,18,DUMMY,0.0,0.0,1.0,Yes
80,19,5,16492.06,16432.5,0.0036114348359150587,No
80,20,DUMMY,2.43,0.0,1.0,Yes
80,24,6,0.43,0.43,0.0,No
80,25,DUMMY,0.15,0.0,1.0,Yes
81,2,2,308806.58,333310.31,0.07351626776861472,No
81,3,18,307806.58,2685.57,0.9912751377829545,No
81,4,17,307806.16,50969.43,0.8344106238809516,No
81,6,15,307806.15,50969.6,0.8344100662056297,No
81,7,14,272445.5,50970.02,0.8129166383735463,No
81,8,13,272445.34,84748.49,0.6889339711224278,No
81,9,11,272444.92,84748.5,0.6889334548796138,No
81,10,9,272444.76,85748.5,0.6852628033660842,No
81,11,10,272444.33,85748.5,0.6852623066150799,No
81,13,3,272443.47,103181.02,0.6212754888197539,No
81,14,4,16741.42,17432.52,0.03964429698058584,No
81,15,19,2.45,2685.14,0.9990875708529164,No
81,17,DUMMY,2.41,0.0,1.0,Yes
81,18,DUMMY,0.0,0.0,1.0,Yes
81,19,5,16677.27,16432.5,0.014676862580026612,No
81,20,DUMMY,2.43,0.0,1.0,Yes
81,24,6,0.43,0.43,0.0,No
81,25,DUMMY,0.16,0.0,1.0,Yes
81,26,DUMMY,0.15,0.0,1.0,Yes
82,2,2,323886.83,333958.5,0.030158447831092738,No
82,3,18,322886.83,2685.57,0.991682627625289,No
82,4,14,322886.67,50970.02,0.8421426935958675,No
82,5,13,322886.25,84748.49,0.7375283400888084,No
82,7,11,322886.24,84748.5,0.7375283009892276,No
82,8,9,272486.96,85748.5,0.685311546651627,No
82,9,10,272486.54,85748.5,0.685311061603263,No
82,11,3,272486.53,103805.63,0.6190430771018296,No
82,12,5,16742.01,17057.11,0.018473234914941756,No
82,13,4,16741.85,18057.13,0.0728399252815925,No
82,14,17,16741.42,50969.43,0.6715399799448415,No
82,15,19,2.45,2685.14,0.9990875708529164,No
82,17,DUMMY,2.41,0.0,1.0,Yes
82,18,DUMMY,0.0,0.0,1.0,Yes
82,19,15,16677.27,50969.6,0.6727996688222,No
82,20,DUMMY,2.43,0.0,1.0,Yes
82,24,6,0.43,0.43,0.0,No
82,25,DUMMY,0.16,0.0,1.0,Yes
82,26,DUMMY,0.15,0.0,1.0,Yes
83,2,14,358062.72,444435.03,0.19434181414547824,No
83,3,12,357062.72,444435.08,0.19659195219243278,No
83,4,11,304213.39,444435.5,0.3155060970602033,No
83,5,10,304212.97,478209.47,0.36384996725388985,No
83,6,8,304212.82,478209.49,0.36385030752944697,No
83,7,7,304187.37,481984.93,0.36888613924090946,No
83,9,6,304187.36,482984.93,0.3701928546714698,No
83,10,5,270411.84,482985.35,0.44012413627038577,No
83,11,4,270411.69,482985.5,0.44012462071842734,No
83,12,2,270411.26,533384.05,0.49302709745445145,No
83,13,3,270410.84,533384.05,0.4930278848795722,No
83,15,15,270410.83,595.13,0.9977991635911919,No
83,16,19,2.43,25.38,0.9042553191489362,No
83,23,17,25.45,25.45,0.0,No
83,27,22,0.15,25.45,0.994106090373281,No
83,DUMMY,16,0.0,594.7,1.0,Yes
83,DUMMY,20,0.0,0.0,1.0,Yes
83,DUMMY,21,0.0,567.43,1.0,Yes
84,2,14,342524.62,444435.03,0.22930327971672265,No
84,3,12,341524.62,444435.08,0.23155341383042943,No
84,4,11,288675.26,444435.5,0.35046759316031234,No
