QueryNumber,OriginalNodePath,SyntheticNodePath,OriginalNodeName,SyntheticNodeName,OriginalDepth,SyntheticDepth,OriginalSimilarityState,SyntheticSimilarityState,OriginalMatchNumber,SyntheticMatchNumber
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,587,587
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,7,0,0,594,594
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,11,0,0,592,592
76,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,595,595
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,8,12,0,0,593,593
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,13,14,0,0,590,590
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,13,0,0,591,591
76,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,5,9,0,0,588,588
77,Aggregate/Gather/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,3,6,0,0,598,598
77,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,7,0,0,605,605
77,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,13,0,0,602,602
77,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,7,12,0,0,604,604
77,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,13,13,0,0,600,600
77,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,11,0,0,603,603
77,Aggregate,Sort,Aggregate,Sort,0,0,0,0,606,606
77,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,14,0,0,601,601
77,Aggregate/Gather/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,4,9,0,0,599,599
78,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,617,617
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,11,0,0,614,614
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,13,0,0,611,611
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,7,0,0,616,616
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,13,0,0,613,613
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,7,9,0,0,610,610
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,13,14,0,0,612,612
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,609,609
78,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,12,0,0,615,615
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,6,11,0,0,625,625
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,4,6,0,0,627,627
79,Aggregate/Gather/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,3,8,0,0,620,620
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,7,6,0,0,621,621
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,15,13,0,0,626,626
79,Aggregate,GroupAggregate,Aggregate,GroupAggregate,0,0,0,0,628,628
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,624,624
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,12,0,0,622,622
79,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,9,0,0,623,623
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,634,634
80,Aggregate,GroupAggregate,Aggregate,GroupAggregate,0,0,0,0,638,638
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,4,6,0,0,637,637
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,12,0,0,632,632
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,15,13,0,0,636,636
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,9,0,0,633,633
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,6,11,0,0,635,635
80,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,7,6,0,0,631,631
80,Aggregate/Gather/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,3,8,0,0,630,630
81,Aggregate/Gather/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,3,8,0,0,640,640
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,4,6,0,0,647,647
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,9,0,0,643,643
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,7,6,0,0,641,641
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,15,13,0,0,646,646
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,6,11,0,0,645,645
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,644,644
81,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,12,0,0,642,642
81,Aggregate,GroupAggregate,Aggregate,GroupAggregate,0,0,0,0,648,648
82,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,12,0,0,652,652
82,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,6,0,0,654,654
82,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,6,0,0,657,657
82,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,9,0,0,653,653
82,Aggregate/Gather/Nested Loop/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,4,8,0,0,650,650
82,Aggregate,GroupAggregate,Aggregate,GroupAggregate,0,0,0,0,658,658
82,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,GroupAggregate/Incremental Sort/Nested Loop/Gather Merge/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,7,6,0,0,651,651
82,Aggregate/Gather/Nested Loop/Index Only Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,3,11,0,0,655,655
82,Aggregate/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,GroupAggregate/Incremental Sort/Nested Loop/Materialize/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,15,13,0,0,656,656
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,7,16,0,0,660,660
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,15,17,0,0,664,664
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,10,10,0,0,663,663
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,15,0,0,665,665
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,4,4,0,0,667,667
83,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,670,670
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,8,0,0,669,669
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,11,13,0,0,668,668
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,11,0,0,666,666
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,9,5,0,0,662,662
83,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,8,8,0,0,661,661
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,11,0,0,680,680
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,9,17,0,0,676,676
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,15,0,0,679,679
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,6,13,0,0,674,674
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,4,10,0,0,673,673
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,10,8,0,0,675,675
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,5,4,0,0,681,681
84,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,683,683
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,15,16,0,0,678,678
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,8,0,0,682,682
84,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Seq Scan,Seq Scan,Seq Scan,8,5,0,0,677,677
85,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,695,695
