QueryNumber,Tree,NodeName,Depth,SimilarityState,MatchNumber,ParentNode,NumberOfChildren
66,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
66,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
66,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
66,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
66,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
66,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
66,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
66,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
66,Synthetic,Nested Loop,13,16,0,Nested Loop,2
66,Synthetic,Nested Loop,14,16,0,Nested Loop,2
66,Synthetic,Merge Join,15,16,0,Nested Loop,2
66,Synthetic,Sort,16,16,0,Merge Join,1
66,Synthetic,Parallel Hash Join,17,16,0,Sort,2
66,Synthetic,Parallel Seq Scan,18,16,0,Parallel Hash Join,0
66,Synthetic,Parallel Hash,18,16,0,Parallel Hash Join,1
66,Synthetic,Hash Join,19,16,0,Parallel Hash,2
66,Synthetic,Hash Join,20,16,0,Hash Join,2
66,Synthetic,Parallel Seq Scan,21,16,0,Hash Join,0
66,Synthetic,Hash,21,16,0,Hash Join,1
66,Synthetic,Seq Scan,22,16,0,Hash,0
66,Synthetic,Hash,20,16,0,Hash Join,1
66,Synthetic,Seq Scan,21,16,0,Hash,0
66,Synthetic,Sort,16,16,0,Merge Join,1
66,Synthetic,Hash Join,17,16,0,Sort,2
66,Synthetic,Seq Scan,18,16,0,Hash Join,0
66,Synthetic,Hash,18,16,0,Hash Join,1
66,Synthetic,Seq Scan,19,16,0,Hash,0
66,Synthetic,Index Scan,15,0,485,Nested Loop,0
66,Synthetic,Index Only Scan,14,16,0,Nested Loop,0
66,Synthetic,Index Only Scan,13,16,0,Nested Loop,0
66,Synthetic,Index Only Scan,10,16,0,Nested Loop,0
66,Synthetic,Index Scan,7,0,484,Nested Loop,0
66,Synthetic,Parallel Hash,6,16,0,Parallel Hash Semi Join,1
66,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
66,Synthetic,Parallel Seq Scan,8,0,490,Parallel Hash Join,0
66,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
66,Synthetic,Hash Join,9,16,0,Parallel Hash,2
66,Synthetic,Parallel Seq Scan,10,0,489,Hash Join,0
66,Synthetic,Hash,10,1,493,Hash Join,1
66,Synthetic,Seq Scan,11,0,487,Hash,0
66,Synthetic,Gather,3,16,0,Nested Loop Semi Join,1
66,Synthetic,Hash Join,4,16,0,Gather,2
66,Synthetic,Parallel Seq Scan,5,0,488,Hash Join,0
66,Synthetic,Hash,5,1,492,Hash Join,1
66,Synthetic,Seq Scan,6,0,486,Hash,0
67,Original,Finalize Aggregate,0,0,501,,1
67,Original,Gather,1,16,0,Finalize Aggregate,1
67,Original,Partial Aggregate,2,16,0,Gather,1
67,Original,Nested Loop,3,16,0,Partial Aggregate,2
67,Original,Nested Loop,4,16,0,Nested Loop,2
67,Original,Parallel Hash Join,5,16,0,Nested Loop,2
67,Original,Parallel Seq Scan,6,0,500,Parallel Hash Join,0
67,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
67,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
67,Original,Hash Join,8,16,0,Parallel Hash Join,2
67,Original,Parallel Seq Scan,9,0,499,Hash Join,0
67,Original,Hash,9,1,502,Hash Join,1
67,Original,Seq Scan,10,0,497,Hash,0
67,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
67,Original,Hash Join,9,16,0,Parallel Hash,2
67,Original,Parallel Seq Scan,10,0,498,Hash Join,0
67,Original,Hash,10,1,503,Hash Join,1
67,Original,Seq Scan,11,0,496,Hash,0
67,Original,Index Scan,5,0,495,Nested Loop,0
67,Original,Index Scan,4,0,494,Nested Loop,0
67,Synthetic,Sort,0,0,501,,1
67,Synthetic,GroupAggregate,1,16,0,Sort,1
67,Synthetic,Nested Loop Semi Join,2,16,0,GroupAggregate,2
67,Synthetic,Gather Merge,3,16,0,Nested Loop Semi Join,1
67,Synthetic,Sort,4,16,0,Gather Merge,1
67,Synthetic,Parallel Hash Semi Join,5,16,0,Sort,2
67,Synthetic,Nested Loop,6,16,0,Parallel Hash Semi Join,2
67,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
67,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
67,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
67,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
67,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
67,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
67,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
67,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
67,Synthetic,Nested Loop,13,16,0,Nested Loop,2
67,Synthetic,Nested Loop,14,16,0,Nested Loop,2
67,Synthetic,Merge Join,15,16,0,Nested Loop,2
67,Synthetic,Sort,16,16,0,Merge Join,1
67,Synthetic,Parallel Hash Join,17,16,0,Sort,2
67,Synthetic,Parallel Seq Scan,18,16,0,Parallel Hash Join,0
67,Synthetic,Parallel Hash,18,16,0,Parallel Hash Join,1
67,Synthetic,Hash Join,19,16,0,Parallel Hash,2
67,Synthetic,Hash Join,20,16,0,Hash Join,2
67,Synthetic,Parallel Seq Scan,21,16,0,Hash Join,0
67,Synthetic,Hash,21,16,0,Hash Join,1
67,Synthetic,Seq Scan,22,16,0,Hash,0
67,Synthetic,Hash,20,16,0,Hash Join,1
67,Synthetic,Seq Scan,21,16,0,Hash,0
67,Synthetic,Sort,16,16,0,Merge Join,1
67,Synthetic,Hash Join,17,16,0,Sort,2
67,Synthetic,Seq Scan,18,16,0,Hash Join,0
67,Synthetic,Hash,18,16,0,Hash Join,1
67,Synthetic,Seq Scan,19,16,0,Hash,0
67,Synthetic,Index Scan,15,0,495,Nested Loop,0
67,Synthetic,Index Only Scan,14,16,0,Nested Loop,0
67,Synthetic,Index Only Scan,13,16,0,Nested Loop,0
67,Synthetic,Index Only Scan,10,16,0,Nested Loop,0
67,Synthetic,Index Scan,7,0,494,Nested Loop,0
67,Synthetic,Parallel Hash,6,16,0,Parallel Hash Semi Join,1
67,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
67,Synthetic,Parallel Seq Scan,8,0,500,Parallel Hash Join,0
67,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
67,Synthetic,Hash Join,9,16,0,Parallel Hash,2
67,Synthetic,Parallel Seq Scan,10,0,499,Hash Join,0
67,Synthetic,Hash,10,1,502,Hash Join,1
67,Synthetic,Seq Scan,11,0,497,Hash,0
67,Synthetic,Gather,3,16,0,Nested Loop Semi Join,1
67,Synthetic,Hash Join,4,16,0,Gather,2
67,Synthetic,Parallel Seq Scan,5,0,498,Hash Join,0
67,Synthetic,Hash,5,1,503,Hash Join,1
67,Synthetic,Seq Scan,6,0,496,Hash,0
68,Original,Finalize Aggregate,0,0,511,,1
68,Original,Gather,1,16,0,Finalize Aggregate,1
68,Original,Partial Aggregate,2,16,0,Gather,1
68,Original,Nested Loop,3,16,0,Partial Aggregate,2
68,Original,Nested Loop,4,16,0,Nested Loop,2
68,Original,Parallel Hash Join,5,16,0,Nested Loop,2
68,Original,Parallel Seq Scan,6,0,510,Parallel Hash Join,0
68,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
68,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
68,Original,Hash Join,8,16,0,Parallel Hash Join,2
68,Original,Parallel Seq Scan,9,0,509,Hash Join,0
68,Original,Hash,9,1,512,Hash Join,1
68,Original,Seq Scan,10,0,507,Hash,0
68,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
68,Original,Hash Join,9,16,0,Parallel Hash,2
68,Original,Parallel Seq Scan,10,0,508,Hash Join,0
68,Original,Hash,10,1,513,Hash Join,1
68,Original,Seq Scan,11,0,506,Hash,0
68,Original,Index Scan,5,0,505,Nested Loop,0
68,Original,Index Scan,4,0,504,Nested Loop,0
68,Synthetic,Sort,0,0,511,,1
68,Synthetic,GroupAggregate,1,16,0,Sort,1
68,Synthetic,Nested Loop Semi Join,2,16,0,GroupAggregate,2
68,Synthetic,Gather Merge,3,16,0,Nested Loop Semi Join,1
68,Synthetic,Sort,4,16,0,Gather Merge,1
68,Synthetic,Parallel Hash Semi Join,5,16,0,Sort,2
68,Synthetic,Nested Loop,6,16,0,Parallel Hash Semi Join,2
68,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
68,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
68,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
68,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
68,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
68,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
68,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
68,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
68,Synthetic,Nested Loop,13,16,0,Nested Loop,2
68,Synthetic,Nested Loop,14,16,0,Nested Loop,2
68,Synthetic,Merge Join,15,16,0,Nested Loop,2
68,Synthetic,Sort,16,16,0,Merge Join,1
68,Synthetic,Parallel Hash Join,17,16,0,Sort,2
68,Synthetic,Parallel Seq Scan,18,16,0,Parallel Hash Join,0
68,Synthetic,Parallel Hash,18,16,0,Parallel Hash Join,1
68,Synthetic,Hash Join,19,16,0,Parallel Hash,2
68,Synthetic,Hash Join,20,16,0,Hash Join,2
68,Synthetic,Parallel Seq Scan,21,16,0,Hash Join,0
68,Synthetic,Hash,21,16,0,Hash Join,1
68,Synthetic,Seq Scan,22,16,0,Hash,0
68,Synthetic,Hash,20,16,0,Hash Join,1
68,Synthetic,Seq Scan,21,16,0,Hash,0
68,Synthetic,Sort,16,16,0,Merge Join,1
68,Synthetic,Hash Join,17,16,0,Sort,2
68,Synthetic,Seq Scan,18,16,0,Hash Join,0
68,Synthetic,Hash,18,16,0,Hash Join,1
68,Synthetic,Seq Scan,19,16,0,Hash,0
68,Synthetic,Index Scan,15,0,505,Nested Loop,0
68,Synthetic,Index Only Scan,14,16,0,Nested Loop,0
68,Synthetic,Index Only Scan,13,16,0,Nested Loop,0
68,Synthetic,Index Only Scan,10,16,0,Nested Loop,0
68,Synthetic,Index Scan,7,0,504,Nested Loop,0
68,Synthetic,Parallel Hash,6,16,0,Parallel Hash Semi Join,1
68,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
68,Synthetic,Parallel Seq Scan,8,0,510,Parallel Hash Join,0
68,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
68,Synthetic,Hash Join,9,16,0,Parallel Hash,2
68,Synthetic,Parallel Seq Scan,10,0,509,Hash Join,0
68,Synthetic,Hash,10,1,512,Hash Join,1
68,Synthetic,Seq Scan,11,0,507,Hash,0
68,Synthetic,Gather,3,16,0,Nested Loop Semi Join,1
68,Synthetic,Hash Join,4,16,0,Gather,2
68,Synthetic,Parallel Seq Scan,5,0,508,Hash Join,0
68,Synthetic,Hash,5,1,513,Hash Join,1
68,Synthetic,Seq Scan,6,0,506,Hash,0
69,Original,Finalize Aggregate,0,0,523,,1
69,Original,Gather,1,16,0,Finalize Aggregate,1
69,Original,Partial Aggregate,2,16,0,Gather,1
69,Original,Nested Loop,3,16,0,Partial Aggregate,2
69,Original,Parallel Hash Join,4,16,0,Nested Loop,2
69,Original,Parallel Seq Scan,5,0,522,Parallel Hash Join,0
69,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
69,Original,Nested Loop,6,16,0,Parallel Hash,2
69,Original,Nested Loop,7,16,0,Nested Loop,2
69,Original,Nested Loop,8,16,0,Nested Loop,2
69,Original,Parallel Hash Join,9,16,0,Nested Loop,2
69,Original,Parallel Seq Scan,10,0,521,Parallel Hash Join,0
69,Original,Parallel Hash,10,16,0,Parallel Hash Join,1
69,Original,Parallel Hash Join,11,16,0,Parallel Hash,2
69,Original,Hash Join,12,16,0,Parallel Hash Join,2
69,Original,Parallel Seq Scan,13,0,520,Hash Join,0
69,Original,Hash,13,1,525,Hash Join,1
69,Original,Seq Scan,14,0,518,Hash,0
69,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
69,Original,Hash Join,13,16,0,Parallel Hash,2
69,Original,Parallel Seq Scan,14,0,519,Hash Join,0
69,Original,Hash,14,1,524,Hash Join,1
69,Original,Seq Scan,15,0,517,Hash,0
69,Original,Index Only Scan,9,0,516,Nested Loop,0
69,Original,Index Scan,8,16,0,Nested Loop,0
69,Original,Index Scan,7,0,515,Nested Loop,0
69,Original,Index Scan,4,0,514,Nested Loop,0
69,Synthetic,Sort,0,0,523,,1
69,Synthetic,GroupAggregate,1,16,0,Sort,1
69,Synthetic,Nested Loop Semi Join,2,16,0,GroupAggregate,2
69,Synthetic,Gather Merge,3,16,0,Nested Loop Semi Join,1
69,Synthetic,Sort,4,16,0,Gather Merge,1
69,Synthetic,Parallel Hash Semi Join,5,16,0,Sort,2
69,Synthetic,Nested Loop,6,16,0,Parallel Hash Semi Join,2
69,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
69,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
69,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
69,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
69,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
69,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
69,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
69,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
69,Synthetic,Nested Loop,13,16,0,Nested Loop,2
69,Synthetic,Nested Loop,14,16,0,Nested Loop,2
69,Synthetic,Merge Join,15,16,0,Nested Loop,2
69,Synthetic,Sort,16,16,0,Merge Join,1
69,Synthetic,Parallel Hash Join,17,16,0,Sort,2
69,Synthetic,Parallel Seq Scan,18,16,0,Parallel Hash Join,0
69,Synthetic,Parallel Hash,18,16,0,Parallel Hash Join,1
69,Synthetic,Hash Join,19,16,0,Parallel Hash,2
69,Synthetic,Hash Join,20,16,0,Hash Join,2
69,Synthetic,Parallel Seq Scan,21,0,522,Hash Join,0
69,Synthetic,Hash,21,16,0,Hash Join,1
69,Synthetic,Seq Scan,22,16,0,Hash,0
69,Synthetic,Hash,20,16,0,Hash Join,1
69,Synthetic,Seq Scan,21,16,0,Hash,0
69,Synthetic,Sort,16,16,0,Merge Join,1
69,Synthetic,Hash Join,17,16,0,Sort,2
69,Synthetic,Seq Scan,18,16,0,Hash Join,0
69,Synthetic,Hash,18,16,0,Hash Join,1
69,Synthetic,Seq Scan,19,16,0,Hash,0
69,Synthetic,Index Scan,15,0,515,Nested Loop,0
69,Synthetic,Index Only Scan,14,16,0,Nested Loop,0
69,Synthetic,Index Only Scan,13,16,0,Nested Loop,0
69,Synthetic,Index Only Scan,10,0,516,Nested Loop,0
69,Synthetic,Index Scan,7,0,514,Nested Loop,0
69,Synthetic,Parallel Hash,6,16,0,Parallel Hash Semi Join,1
69,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
69,Synthetic,Parallel Seq Scan,8,0,521,Parallel Hash Join,0
69,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
69,Synthetic,Hash Join,9,16,0,Parallel Hash,2
69,Synthetic,Parallel Seq Scan,10,0,520,Hash Join,0
69,Synthetic,Hash,10,1,525,Hash Join,1
69,Synthetic,Seq Scan,11,0,518,Hash,0
69,Synthetic,Gather,3,16,0,Nested Loop Semi Join,1
69,Synthetic,Hash Join,4,16,0,Gather,2
69,Synthetic,Parallel Seq Scan,5,0,519,Hash Join,0
69,Synthetic,Hash,5,1,524,Hash Join,1
69,Synthetic,Seq Scan,6,0,517,Hash,0
70,Original,Finalize Aggregate,0,0,535,,1
70,Original,Gather,1,16,0,Finalize Aggregate,1
70,Original,Partial Aggregate,2,16,0,Gather,1
70,Original,Nested Loop,3,16,0,Partial Aggregate,2
70,Original,Nested Loop,4,16,0,Nested Loop,2
70,Original,Nested Loop,5,16,0,Nested Loop,2
70,Original,Parallel Hash Join,6,16,0,Nested Loop,2
70,Original,Parallel Seq Scan,7,0,534,Parallel Hash Join,0
70,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
70,Original,Nested Loop,8,16,0,Parallel Hash,2
70,Original,Parallel Hash Join,9,16,0,Nested Loop,2
70,Original,Parallel Seq Scan,10,0,533,Parallel Hash Join,0
70,Original,Parallel Hash,10,16,0,Parallel Hash Join,1
70,Original,Parallel Hash Join,11,16,0,Parallel Hash,2
70,Original,Hash Join,12,16,0,Parallel Hash Join,2
70,Original,Parallel Seq Scan,13,0,532,Hash Join,0
70,Original,Hash,13,1,537,Hash Join,1
70,Original,Seq Scan,14,0,530,Hash,0
70,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
70,Original,Hash Join,13,16,0,Parallel Hash,2
70,Original,Parallel Seq Scan,14,0,531,Hash Join,0
70,Original,Hash,14,1,536,Hash Join,1
70,Original,Seq Scan,15,0,529,Hash,0
70,Original,Index Only Scan,9,0,528,Nested Loop,0
70,Original,Index Scan,6,16,0,Nested Loop,0
70,Original,Index Scan,5,0,527,Nested Loop,0
70,Original,Index Scan,4,0,526,Nested Loop,0
70,Synthetic,Sort,0,0,535,,1
70,Synthetic,GroupAggregate,1,16,0,Sort,1
70,Synthetic,Nested Loop Semi Join,2,16,0,GroupAggregate,2
70,Synthetic,Gather Merge,3,16,0,Nested Loop Semi Join,1
70,Synthetic,Sort,4,16,0,Gather Merge,1
70,Synthetic,Parallel Hash Semi Join,5,16,0,Sort,2
70,Synthetic,Nested Loop,6,16,0,Parallel Hash Semi Join,2
70,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
70,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
70,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
70,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
70,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
70,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
70,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
70,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
70,Synthetic,Nested Loop,13,16,0,Nested Loop,2
70,Synthetic,Nested Loop,14,16,0,Nested Loop,2
70,Synthetic,Merge Join,15,16,0,Nested Loop,2
70,Synthetic,Sort,16,16,0,Merge Join,1
70,Synthetic,Parallel Hash Join,17,16,0,Sort,2
70,Synthetic,Parallel Seq Scan,18,16,0,Parallel Hash Join,0
70,Synthetic,Parallel Hash,18,16,0,Parallel Hash Join,1
70,Synthetic,Hash Join,19,16,0,Parallel Hash,2
70,Synthetic,Hash Join,20,16,0,Hash Join,2
70,Synthetic,Parallel Seq Scan,21,0,534,Hash Join,0
70,Synthetic,Hash,21,16,0,Hash Join,1
70,Synthetic,Seq Scan,22,16,0,Hash,0
70,Synthetic,Hash,20,16,0,Hash Join,1
70,Synthetic,Seq Scan,21,16,0,Hash,0
70,Synthetic,Sort,16,16,0,Merge Join,1
70,Synthetic,Hash Join,17,16,0,Sort,2
70,Synthetic,Seq Scan,18,16,0,Hash Join,0
70,Synthetic,Hash,18,16,0,Hash Join,1
70,Synthetic,Seq Scan,19,16,0,Hash,0
70,Synthetic,Index Scan,15,0,527,Nested Loop,0
70,Synthetic,Index Only Scan,14,16,0,Nested Loop,0
70,Synthetic,Index Only Scan,13,16,0,Nested Loop,0
70,Synthetic,Index Only Scan,10,0,528,Nested Loop,0
70,Synthetic,Index Scan,7,0,526,Nested Loop,0
70,Synthetic,Parallel Hash,6,16,0,Parallel Hash Semi Join,1
70,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
70,Synthetic,Parallel Seq Scan,8,0,533,Parallel Hash Join,0
70,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
70,Synthetic,Hash Join,9,16,0,Parallel Hash,2
70,Synthetic,Parallel Seq Scan,10,0,532,Hash Join,0
70,Synthetic,Hash,10,1,537,Hash Join,1
70,Synthetic,Seq Scan,11,0,530,Hash,0
70,Synthetic,Gather,3,16,0,Nested Loop Semi Join,1
70,Synthetic,Hash Join,4,16,0,Gather,2
70,Synthetic,Parallel Seq Scan,5,0,531,Hash Join,0
70,Synthetic,Hash,5,1,536,Hash Join,1
70,Synthetic,Seq Scan,6,0,529,Hash,0
71,Original,Finalize Aggregate,0,0,547,,1
71,Original,Gather,1,16,0,Finalize Aggregate,1
71,Original,Partial Aggregate,2,16,0,Gather,1
71,Original,Nested Loop,3,16,0,Partial Aggregate,2
71,Original,Nested Loop,4,16,0,Nested Loop,2
71,Original,Parallel Hash Join,5,16,0,Nested Loop,2
71,Original,Parallel Seq Scan,6,0,546,Parallel Hash Join,0
71,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
71,Original,Nested Loop,7,16,0,Parallel Hash,2
71,Original,Parallel Hash Join,8,16,0,Nested Loop,2
71,Original,Parallel Seq Scan,9,0,545,Parallel Hash Join,0
71,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
71,Original,Nested Loop,10,16,0,Parallel Hash,2
71,Original,Parallel Hash Join,11,16,0,Nested Loop,2
71,Original,Hash Join,12,16,0,Parallel Hash Join,2
71,Original,Parallel Seq Scan,13,0,544,Hash Join,0
71,Original,Hash,13,1,548,Hash Join,1
71,Original,Seq Scan,14,0,542,Hash,0
71,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
71,Original,Hash Join,13,16,0,Parallel Hash,2
71,Original,Parallel Seq Scan,14,0,543,Hash Join,0
71,Original,Hash,14,1,549,Hash Join,1
71,Original,Seq Scan,15,0,541,Hash,0
71,Original,Index Scan,11,16,0,Nested Loop,0
71,Original,Index Only Scan,8,0,540,Nested Loop,0
71,Original,Index Scan,5,0,539,Nested Loop,0
71,Original,Index Scan,4,0,538,Nested Loop,0
71,Synthetic,Sort,0,0,547,,1
71,Synthetic,GroupAggregate,1,16,0,Sort,1
71,Synthetic,Nested Loop Semi Join,2,16,0,GroupAggregate,2
71,Synthetic,Gather Merge,3,16,0,Nested Loop Semi Join,1
71,Synthetic,Sort,4,16,0,Gather Merge,1
71,Synthetic,Parallel Hash Semi Join,5,16,0,Sort,2
71,Synthetic,Nested Loop,6,16,0,Parallel Hash Semi Join,2
71,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
71,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
71,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
71,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
71,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
71,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
71,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
71,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
71,Synthetic,Nested Loop,13,16,0,Nested Loop,2
71,Synthetic,Nested Loop,14,16,0,Nested Loop,2
71,Synthetic,Merge Join,15,16,0,Nested Loop,2
71,Synthetic,Sort,16,16,0,Merge Join,1
71,Synthetic,Parallel Hash Join,17,16,0,Sort,2
71,Synthetic,Parallel Seq Scan,18,16,0,Parallel Hash Join,0
71,Synthetic,Parallel Hash,18,16,0,Parallel Hash Join,1
71,Synthetic,Hash Join,19,16,0,Parallel Hash,2
71,Synthetic,Hash Join,20,16,0,Hash Join,2
71,Synthetic,Parallel Seq Scan,21,0,546,Hash Join,0
71,Synthetic,Hash,21,16,0,Hash Join,1
71,Synthetic,Seq Scan,22,16,0,Hash,0
71,Synthetic,Hash,20,16,0,Hash Join,1
71,Synthetic,Seq Scan,21,16,0,Hash,0
71,Synthetic,Sort,16,16,0,Merge Join,1
71,Synthetic,Hash Join,17,16,0,Sort,2
71,Synthetic,Seq Scan,18,16,0,Hash Join,0
71,Synthetic,Hash,18,16,0,Hash Join,1
71,Synthetic,Seq Scan,19,16,0,Hash,0
71,Synthetic,Index Scan,15,0,539,Nested Loop,0
71,Synthetic,Index Only Scan,14,16,0,Nested Loop,0
71,Synthetic,Index Only Scan,13,16,0,Nested Loop,0
71,Synthetic,Index Only Scan,10,0,540,Nested Loop,0
71,Synthetic,Index Scan,7,0,538,Nested Loop,0
71,Synthetic,Parallel Hash,6,16,0,Parallel Hash Semi Join,1
71,Synthetic,Parallel Hash Join,7,16,0,Parallel Hash,2
71,Synthetic,Parallel Seq Scan,8,0,545,Parallel Hash Join,0
71,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
71,Synthetic,Hash Join,9,16,0,Parallel Hash,2
71,Synthetic,Parallel Seq Scan,10,0,544,Hash Join,0
71,Synthetic,Hash,10,1,548,Hash Join,1
71,Synthetic,Seq Scan,11,0,542,Hash,0
71,Synthetic,Gather,3,16,0,Nested Loop Semi Join,1
71,Synthetic,Hash Join,4,16,0,Gather,2
71,Synthetic,Parallel Seq Scan,5,0,543,Hash Join,0
71,Synthetic,Hash,5,1,549,Hash Join,1
71,Synthetic,Seq Scan,6,0,541,Hash,0
72,Original,Finalize Aggregate,0,0,559,,1
72,Original,Gather,1,16,0,Finalize Aggregate,1
72,Original,Partial Aggregate,2,16,0,Gather,1
72,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
72,Original,Parallel Seq Scan,4,0,558,Parallel Hash Join,0
72,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
72,Original,Nested Loop,5,16,0,Parallel Hash,2
72,Original,Parallel Hash Join,6,16,0,Nested Loop,2
72,Original,Parallel Seq Scan,7,0,557,Parallel Hash Join,0
72,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
72,Original,Nested Loop,8,16,0,Parallel Hash,2
72,Original,Nested Loop,9,16,0,Nested Loop,2
72,Original,Nested Loop,10,16,0,Nested Loop,2
72,Original,Parallel Hash Join,11,16,0,Nested Loop,2
72,Original,Hash Join,12,16,0,Parallel Hash Join,2
72,Original,Parallel Seq Scan,13,0,556,Hash Join,0
72,Original,Hash,13,1,561,Hash Join,1
72,Original,Seq Scan,14,0,554,Hash,0
72,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
72,Original,Hash Join,13,16,0,Parallel Hash,2
72,Original,Parallel Seq Scan,14,0,555,Hash Join,0
72,Original,Hash,14,1,560,Hash Join,1
72,Original,Seq Scan,15,0,553,Hash,0
72,Original,Index Only Scan,11,0,552,Nested Loop,0
72,Original,Index Scan,10,16,0,Nested Loop,0
72,Original,Index Scan,9,0,551,Nested Loop,0
72,Original,Index Scan,6,0,550,Nested Loop,0
72,Synthetic,Sort,0,0,559,,1
72,Synthetic,GroupAggregate,1,16,0,Sort,1
72,Synthetic,Nested Loop Semi Join,2,16,0,GroupAggregate,2
72,Synthetic,Gather Merge,3,16,0,Nested Loop Semi Join,1
72,Synthetic,Sort,4,16,0,Gather Merge,1
72,Synthetic,Parallel Hash Semi Join,5,16,0,Sort,2
72,Synthetic,Nested Loop,6,16,0,Parallel Hash Semi Join,2
72,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
72,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
72,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
72,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
72,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
72,Synthetic,Parallel Seq Scan,11,16,0,Parallel Hash Join,0
72,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
72,Synthetic,Nested Loop,12,16,0,Parallel Hash,2
72,Synthetic,Nested Loop,13,16,0,Nested Loop,2
